3.4,-0.0025774,0.00029188
3.41,-0.0025741,0.00035382
3.42,-0.0025707,0.00040601
3.43,-0.0025639,0.00094866
3.44,-0.002552,0.0014474
3.45,-0.0025345,0.0020924
3.46,-0.0025087,0.0029442
3.47,-0.0024791,0.0030884
3.48,-0.0024438,0.0039857
3.49,-0.002399,0.0049824
3.5,-0.0023438,0.0059103
3.51,-0.0022851,0.005935
3.52,-0.0022221,0.0066752
3.53,-0.0021515,0.0074236
3.54,-0.0020744,0.0080068
3.55,-0.0019908,0.0086754
3.56,-0.0019023,0.0090311
3.57,-0.0018099,0.0094465
3.58,-0.0017135,0.0097843
3.59,-0.0016153,0.0097766
3.6,-0.0015204,0.0093698
3.61,-0.0014229,0.0099965
3.62,-0.0013244,0.0097769
3.63,-0.001225,0.010244
3.64,-0.0011157,0.011388
3.65,-0.0010038,0.010928
3.66,-0.00089914,0.0099748
3.67,-0.00080483,0.0088894
3.68,-0.00072133,0.0078418
3.69,-0.00064712,0.007108
3.7,-0.00057621,0.0069166
3.71,-0.00051313,0.0058376
3.72,-0.00045564,0.0056017
3.73,-0.00040277,0.0049386
3.74,-0.00035779,0.0041274
3.75,-0.00031831,0.0037415
3.76,-0.00028374,0.0032256
3.77,-0.00025234,0.0028736
3.78,-0.0002313,0.0015297
3.79,-0.00021635,0.0014078
3.8,-0.00020461,0.00097541
3.81,-0.0001959,0.00076265
3.82,-0.00018945,0.00053034
3.83,-0.00018524,0.00029119
3.84,-0.00018424,-0.00012487
3.85,-0.00018869,-0.00059522
3.86,-0.00019142,-7.3338e-05
3.87,-0.00019354,-0.00033898
3.88,-0.00019788,-0.00047853
3.89,-0.00020171,-0.00020041
3.9,-0.00019945,0.00042544
3.91,-0.00019949,-0.00028602
3.92,-0.0002011,-0.00011195
3.93,-0.00020385,-0.00038038
3.94,-0.00020714,-0.00032395
3.95,-0.00021158,-0.00050547
3.96,-0.00021566,-0.00032285
3.97,-0.00021832,-0.00023032
3.98,-0.00022091,-0.00029396
3.99,-0.00022437,-0.00042023
4,-0.00022993,-0.00060367
4.01,-0.00023401,-0.00028773
4.02,-0.00023774,-0.00041166
4.03,-0.00024098,-0.00016178
4.04,-0.00023886,0.00049984
4.05,-0.00023332,0.00055624
4.06,-0.00022917,0.00028503
4.07,-0.00022734,9.4917e-05
4.08,-0.0002269,-1.2999e-05
4.09,-0.00022774,-0.00012986
4.1,-0.00022885,-0.00015248
4.11,-0.00023247,-0.0005711
4.12,-0.00024027,-0.000899
4.13,-0.00024797,-0.0006419
4.14,-0.00025311,-0.00039979
4.15,-0.00025634,-0.00024379
4.16,-0.00025792,-2.5674e-05
4.17,-0.00025555,0.00044053
4.18,-0.0002507,0.00051085
4.19,-0.00024587,0.00046223
4.2,-0.00024126,0.00040247
4.21,-0.00023935,4.8418e-05
4.22,-0.00023849,0.0001211
4.23,-0.00023698,0.00016852
4.24,-0.00023541,0.00018296
4.25,-0.00023236,0.00037732
4.26,-0.00022914,0.0002358
4.27,-0.00022849,-8.7505e-05
4.28,-0.00023044,-0.00030833
4.29,-0.00023485,-0.00053688
4.3,-0.00024025,-0.00051036
4.31,-0.00024427,-0.00028886
4.32,-0.00024586,-7.5998e-05
4.33,-0.00024683,-0.00011803
4.34,-0.00024822,-0.00014877
4.35,-0.00024963,-0.00013772
4.35,-0.00024963,-0.00013772
4.36,-0.00025101,-0.00013772
4.37,-0.00025239,-0.00013772
4.38,-0.00025376,-0.00013772
4.39,-0.00025514,-0.00013772
4.4,-0.00025652,-0.00013772
4.41,-0.0002579,-0.00013772
4.42,-0.00025927,-0.00013772
4.43,-0.00026065,-0.00013772
4.44,-0.00026203,-0.00013772
4.45,-0.0002634,-0.00013772
4.46,-0.00026478,-0.00013772
4.47,-0.00026616,-0.00013772
4.48,-0.00026754,-0.00013772
4.49,-0.00026891,-0.00013772
4.5,-0.00027029,-0.00013772
4.51,-0.00027167,-0.00013772
4.52,-0.00027304,-0.00013772
4.53,-0.00027442,-0.00013772
4.54,-0.0002758,-0.00013772
4.55,-0.00027718,-0.00013772
4.56,-0.00027855,-0.00013772
4.57,-0.00027993,-0.00013772
4.58,-0.00028131,-0.00013772
4.59,-0.00028269,-0.00013772
4.6,-0.00028406,-0.00013772
4.61,-0.00028544,-0.00013772
4.62,-0.00028682,-0.00013772
4.63,-0.00028819,-0.00013772
4.64,-0.00028957,-0.00013772
4.65,-0.00029095,-0.00013772
4.66,-0.00029233,-0.00013772
4.67,-0.0002937,-0.00013772
4.68,-0.00029508,-0.00013772
4.69,-0.00029646,-0.00013772
4.7,-0.00029783,-0.00013772
4.71,-0.00029921,-0.00013772
4.72,-0.00030059,-0.00013772
4.73,-0.00030197,-0.00013772
4.74,-0.00030334,-0.00013772
4.75,-0.00030472,-0.00013772
4.76,-0.0003061,-0.00013772
4.77,-0.00030748,-0.00013772
4.78,-0.00030885,-0.00013772
4.79,-0.00031023,-0.00013772
4.8,-0.00031161,-0.00013772
4.81,-0.00031298,-0.00013772
4.82,-0.00031436,-0.00013772
4.83,-0.00031574,-0.00013772
4.84,-0.00031712,-0.00013772
4.85,-0.00031849,-0.00013772
4.86,-0.00031987,-0.00013772
4.87,-0.00032125,-0.00013772
4.88,-0.00032263,-0.00013772
4.89,-0.000324,-0.00013772
4.9,-0.00032538,-0.00013772
4.91,-0.00032676,-0.00013772
4.92,-0.00032813,-0.00013772
4.93,-0.00032951,-0.00013772
4.94,-0.00033089,-0.00013772
4.95,-0.00033227,-0.00013772
4.96,-0.00033364,-0.00013772
4.97,-0.00033502,-0.00013772
4.98,-0.0003364,-0.00013772
4.99,-0.00033777,-0.00013772
5,-0.00033915,-0.00013772
