time,angle,gyro
4.81,-0.584236161733957,-0.952736495344653
4.82,-0.593763526687404,-0.952736495344653
4.825,-0.598527209164127,-0.952736495344653
4.83,-0.60329089164085,-0.952736495344653
4.84,-0.612818256594296,-0.952736495344653
4.85,-0.622345621547744,-0.952736495344653
4.86,-0.63187298650119,-0.952736495344653
4.87,-0.641400351454636,-0.952736495344653
4.875,-0.646164033931359,-0.952736495344653
4.88,-0.650927716408083,-0.952736495344653
4.89,-0.660455081361529,-0.952736495344653
4.9,-0.669982446314976,-0.952736495344653
4.91,-0.679509811268422,-0.952736495344653
4.92,-0.689037176221869,-0.952736495344653
4.925,-0.693800858698592,-0.952736495344653
4.93,-0.698564541175315,-0.952736495344653
4.94,-0.708091906128762,-0.952736495344653
4.95,-0.717619271082209,-0.952736495344653
4.96,-0.727146636035655,-0.952736495344653
4.97,-0.736674000989101,-0.952736495344653
4.975,-0.741437683465825,-0.952736495344653
4.98,-0.746201365942548,-0.952736495344653
4.99,-0.755728730895995,-0.952736495344653
4.99999999999994,-0.765256095849387,-0.952736495344653
5,-0.765256095849441,-0.952736495344653
